	time	count	temp_real	temp_feel_like	humidity_percent	wind_speed_KPH	weather	is_holiday	is_weekend	season
5604	8/26/2015 3:00	52	18	18	0.88	21	Rain	0	0	Summer
5605	8/26/2015 4:00	58	18.5	18.5	0.855	22	Rain	0	0	Summer
5606	8/26/2015 5:00	107	18.5	18.5	0.83	26	Rain	0	0	Summer
5607	8/26/2015 6:00	661	19	19	0.78	25	Broken_Clound	0	0	Summer
5608	8/26/2015 7:00	1981	19	19	0.78	25	Broken_Clound	0	0	Summer
5609	8/26/2015 8:00	3629	19	19	0.78	27	Broken_Clound	0	0	Summer
5610	8/26/2015 9:00	930	19	19	0.83	25	Rain	0	0	Summer
5611	8/26/2015 10:00	599	18.5	18.5	0.83	22	Rain	0	0	Summer
5612	8/26/2015 11:00	270	18	18	0.855	14	Rain	0	0	Summer
5613	8/26/2015 12:00	568	20	20	0.78	31	Broken_Clound	0	0	Summer
5614	8/26/2015 13:00	371	20.5	20.5	0.755	28.5	Rain	0	0	Summer
5615	8/26/2015 14:00	319	20	20	0.78	33	Rain	0	0	Summer
5616	8/26/2015 15:00	472	19	19	0.855	24	Rain	0	0	Summer
5617	8/26/2015 16:00	1240	18	18	0.88	20.5	Rain	0	0	Summer
5618	8/26/2015 17:00	3115	19	19	0.805	23	Scattered_Clounds	0	0	Summer
5619	8/26/2015 18:00	3327	19	19	0.73	24	Scattered_Clounds	0	0	Summer
5620	8/26/2015 19:00	2189	18	18	0.73	22	Scattered_Clounds	0	0	Summer
5621	8/26/2015 20:00	1322	17	17	0.73	20.5	Clear	0	0	Summer
5622	8/26/2015 21:00	842	16	16	0.77	17	Clear	0	0	Summer
5623	8/26/2015 22:00	745	16	16	0.8	17	Clear	0	0	Summer
5624	8/26/2015 23:00	505	16	16	0.8	17	Scattered_Clounds	0	0	Summer
5625	8/27/2015 0:00	285	15.5	15.5	0.855	15	Clear	0	0	Summer
5626	8/27/2015 1:00	192	15.5	15.5	0.855	14	Scattered_Clounds	0	0	Summer
5627	8/27/2015 2:00	89	16	16	0.83	15	Scattered_Clounds	0	0	Summer
5628	8/27/2015 3:00	70	15	15	0.88	14	Scattered_Clounds	0	0	Summer
5629	8/27/2015 4:00	70	15.5	15.5	0.855	14	Broken_Clound	0	0	Summer
5630	8/27/2015 5:00	119	15	15	0.85	12	Scattered_Clounds	0	0	Summer
5631	8/27/2015 6:00	685	15	15	0.82	14	Scattered_Clounds	0	0	Summer
5632	8/27/2015 7:00	2028	16	16	0.8	15	Scattered_Clounds	0	0	Summer
5633	8/27/2015 8:00	3846	16.5	16.5	0.8	14	Scattered_Clounds	0	0	Summer
5634	8/27/2015 9:00	1540	17	17	0.75	19.5	Scattered_Clounds	0	0	Summer
5635	8/27/2015 10:00	999	17.5	17.5	0.725	24	Scattered_Clounds	0	0	Summer
5636	8/27/2015 11:00	949	18	18	0.64	25	Scattered_Clounds	0	0	Summer
5637	8/27/2015 12:00	1309	18.5	18.5	0.58	28	Scattered_Clounds	0	0	Summer
5638	8/27/2015 13:00	1476	19	19	0.56	24	Scattered_Clounds	0	0	Summer
5639	8/27/2015 14:00	1392	19	19	0.56	23	Scattered_Clounds	0	0	Summer
5640	8/27/2015 15:00	1502	20	20	0.51	26	Scattered_Clounds	0	0	Summer
5641	8/27/2015 16:00	2043	19.5	19.5	0.505	24	Scattered_Clounds	0	0	Summer
5642	8/27/2015 17:00	3540	19	19	0.52	24	Scattered_Clounds	0	0	Summer
5643	8/27/2015 18:00	3158	18.5	18.5	0.58	15	Scattered_Clounds	0	0	Summer
5644	8/27/2015 19:00	1810	16	16	0.8	16.5	Rain	0	0	Summer
5645	8/27/2015 20:00	1245	15.5	15.5	0.795	10	Scattered_Clounds	0	0	Summer
5646	8/27/2015 21:00	882	15	15	0.82	9	Clear	0	0	Summer
5647	8/27/2015 22:00	713	15	15	0.82	12	Clear	0	0	Summer
5648	8/27/2015 23:00	586	15	15	0.82	13	Clear	0	0	Summer
5649	8/28/2015 0:00	393	15	15	0.82	12	Clear	0	0	Summer
5650	8/28/2015 1:00	223	14.5	14.5	0.85	11	Clear	0	0	Summer
5651	8/28/2015 2:00	146	14	14	0.88	8	Clear	0	0	Summer
5652	8/28/2015 3:00	75	13.5	13.5	0.88	11	Clear	0	0	Summer
5653	8/28/2015 4:00	77	13	13	0.88	10	Clear	0	0	Summer
5654	8/28/2015 5:00	121	13	13	0.88	8	Clear	0	0	Summer
5655	8/28/2015 6:00	621	12.5	12.5	0.85	8	Clear	0	0	Summer
5656	8/28/2015 7:00	1806	13.5	13.5	0.82	10	Clear	0	0	Summer
5657	8/28/2015 8:00	3486	15.5	15.5	0.745	13	Clear	0	0	Summer
5658	8/28/2015 9:00	2027	17.5	17.5	0.64	18.5	Scattered_Clounds	0	0	Summer
5659	8/28/2015 10:00	1163	18	18	0.58	18.5	Scattered_Clounds	0	0	Summer
5660	8/28/2015 11:00	1375	19.5	19.5	0.505	20.5	Scattered_Clounds	0	0	Summer
5661	8/28/2015 12:00	1733	20	20	0.49	21	Scattered_Clounds	0	0	Summer
5662	8/28/2015 13:00	1778	20	20	0.495	25	Scattered_Clounds	0	0	Summer
5663	8/28/2015 14:00	1712	20	20	0.51	19.5	Scattered_Clounds	0	0	Summer
5664	8/28/2015 15:00	1847	20	20	0.49	22	Scattered_Clounds	0	0	Summer
5665	8/28/2015 16:00	2341	21	21	0.46	22.5	Scattered_Clounds	0	0	Summer
5666	8/28/2015 17:00	3438	21	21	0.415	22	Scattered_Clounds	0	0	Summer
5667	8/28/2015 18:00	2965	20	20	0.475	21	Scattered_Clounds	0	0	Summer
5668	8/28/2015 19:00	1959	19	19	0.54	23	Clear	0	0	Summer
5669	8/28/2015 20:00	1339	17.5	17.5	0.64	17	Clear	0	0	Summer
5670	8/28/2015 21:00	870	17	17	0.73	16	Clear	0	0	Summer
5671	8/28/2015 22:00	760	16	16	0.745	11	Clear	0	0	Summer
5672	8/28/2015 23:00	695	16	16	0.745	11	Clear	0	0	Summer
5673	8/29/2015 0:00	690	16	16	0.72	10	Clear	0	1	Summer
5674	8/29/2015 1:00	515	16	16	0.7	10	Clear	0	1	Summer
5675	8/29/2015 2:00	295	16	16	0.745	9	Clear	0	1	Summer
5676	8/29/2015 3:00	227	15.5	15.5	0.795	9	Clear	0	1	Summer
5677	8/29/2015 4:00	147	16	16	0.77	6.5	Clear	0	1	Summer
5678	8/29/2015 5:00	126	16	16	0.8	6.5	Clear	0	1	Summer
5679	8/29/2015 6:00	164	16	16	0.83	6	Clear	0	1	Summer
5680	8/29/2015 7:00	276	16	16	0.83	6.5	Clear	0	1	Summer
5681	8/29/2015 8:00	488	17	17	0.77	6.5	Scattered_Clounds	0	1	Summer
5682	8/29/2015 9:00	861	18.5	18.5	0.73	10	Scattered_Clounds	0	1	Summer
5683	8/29/2015 10:00	1420	20	20	0.64	4	Clear	0	1	Summer
5684	8/29/2015 11:00	1940	21.5	21	0.485	12	Scattered_Clounds	0	1	Summer
5685	8/29/2015 12:00	2165	21	21	0.53	15	Scattered_Clounds	0	1	Summer
5686	8/29/2015 13:00	2495	21.5	21.5	0.55	9	Broken_Clound	0	1	Summer
5687	8/29/2015 14:00	2524	22	22	0.53	10	Scattered_Clounds	0	1	Summer
5688	8/29/2015 15:00	2418	21.5	21.5	0.585	12	Scattered_Clounds	0	1	Summer
5689	8/29/2015 16:00	1387	20	20	0.685	11	Rain	0	1	Summer
5690	8/29/2015 17:00	1009	19	19	0.78	6.5	Rain	0	1	Summer
5691	8/29/2015 18:00	1212	19	19	0.73	5.5	Rain	0	1	Summer
5692	8/29/2015 19:00	767	18.5	18.5	0.78	2	Rain	0	1	Summer
5693	8/29/2015 20:00	266	18	18	0.855	2	Rain	0	1	Summer
5694	8/29/2015 21:00	316	18	18	0.855	5	Rain	0	1	Summer
5695	8/29/2015 22:00	463	18	18	0.88	6.5	Scattered_Clounds	0	1	Summer
5696	8/29/2015 23:00	447	18	18	0.88	6	Cloudy	0	1	Summer
5697	8/30/2015 0:00	434	17.5	17.5	0.88	6.5	Cloudy	0	1	Summer
5698	8/30/2015 1:00	387	17	17	0.855	6.5	Cloudy	0	1	Summer
5699	8/30/2015 2:00	330	17	17	0.83	7.5	Cloudy	0	1	Summer
5700	8/30/2015 3:00	272	17	17	0.83	7.5	Broken_Clound	0	1	Summer
5701	8/30/2015 4:00	194	17	17	0.83	6.5	Rain	0	1	Summer
5702	8/30/2015 5:00	112	16	16	0.88	5	Rain	0	1	Summer
5703	8/30/2015 6:00	137	16	16	0.88	7.5	Broken_Clound	0	1	Summer
5704	8/30/2015 7:00	188	16.5	16.5	0.825	6.5	Cloudy	0	1	Summer
5705	8/30/2015 8:00	278	17	17	0.77	8	Cloudy	0	1	Summer
5706	8/30/2015 9:00	774	17.5	17.5	0.75	11	Cloudy	0	1	Summer
5707	8/30/2015 10:00	1239	18	18	0.755	12	Broken_Clound	0	1	Summer
5708	8/30/2015 11:00	1708	19	19	0.755	17	Broken_Clound	0	1	Summer
5709	8/30/2015 12:00	1954	19	19	0.78	15	Broken_Clound	0	1	Summer
5710	8/30/2015 13:00	2064	19	19	0.78	13	Broken_Clound	0	1	Summer
5711	8/30/2015 14:00	2205	19	19	0.78	10	Broken_Clound	0	1	Summer
5712	8/30/2015 15:00	2257	20	20	0.73	10	Cloudy	0	1	Summer
5713	8/30/2015 16:00	2086	20	20	0.73	12	Broken_Clound	0	1	Summer
5714	8/30/2015 17:00	2012	19	19	0.78	12	Broken_Clound	0	1	Summer
5715	8/30/2015 18:00	1819	19	19	0.78	16	Broken_Clound	0	1	Summer
5716	8/30/2015 19:00	1377	18	18	0.83	13	Broken_Clound	0	1	Summer
5717	8/30/2015 20:00	913	18	18	0.78	13	Rain	0	1	Summer
5718	8/30/2015 21:00	833	17.5	17.5	0.805	13	Cloudy	0	1	Summer
5719	8/30/2015 22:00	683	17	17	0.83	12	Broken_Clound	0	1	Summer
5720	8/30/2015 23:00	716	17	17	0.83	11	Cloudy	0	1	Summer
5721	8/31/2015 0:00	425	16.5	16.5	0.825	9.5	Rain	1	0	Summer
5722	8/31/2015 1:00	235	16	16	0.88	10	Rain	1	0	Summer
5723	8/31/2015 2:00	233	16	16	0.88	11	Rain	1	0	Summer
5724	8/31/2015 3:00	158	16	16	0.88	6.5	Broken_Clound	1	0	Summer
5725	8/31/2015 4:00	140	16	16	0.88	6	Rain	1	0	Summer
5726	8/31/2015 5:00	116	15.5	15.5	0.91	8	Rain	1	0	Summer
5727	8/31/2015 6:00	93	15	15	0.94	8	Rain	1	0	Summer
5728	8/31/2015 7:00	73	15	15	0.94	7.5	Rain	1	0	Summer
5729	8/31/2015 8:00	203	15	15	0.94	11	Rain	1	0	Summer
5730	8/31/2015 9:00	310	16	16	0.88	11	Broken_Clound	1	0	Summer
5731	8/31/2015 10:00	163	16	16	0.88	10	Rain	1	0	Summer
5732	8/31/2015 11:00	180	15	15	0.94	11	Rain	1	0	Summer
5733	8/31/2015 12:00	294	15	15	0.94	10	Rain	1	0	Summer
5734	8/31/2015 13:00	290	15.5	15.5	0.91	9	Rain	1	0	Summer
5735	8/31/2015 14:00	631	16	16	0.88	10	Rain	1	0	Summer
5736	8/31/2015 15:00	789	16	16	0.88	16	Broken_Clound	1	0	Summer
5737	8/31/2015 16:00	1001	15.5	15.5	0.91	13	Rain	1	0	Summer
5738	8/31/2015 17:00	867	15	15	0.94	12	Rain	1	0	Summer
5739	8/31/2015 18:00	875	15	15	0.88	15	Broken_Clound	1	0	Summer
5740	8/31/2015 19:00	832	15.5	15.5	0.855	13	Broken_Clound	1	0	Summer
5741	8/31/2015 20:00	607	15	15	0.88	12	Broken_Clound	1	0	Summer
5742	8/31/2015 21:00	421	15	15	0.88	12	Broken_Clound	1	0	Summer
5743	8/31/2015 22:00	375	15	15	0.88	11	Cloudy	1	0	Summer
5744	8/31/2015 23:00	328	15	15	0.88	8	Cloudy	1	0	Summer
5745	9/1/2015 0:00	235	15	15	0.88	10	Cloudy	0	0	Autumn
5746	9/1/2015 1:00	156	15	15	0.88	11	Broken_Clound	0	0	Autumn
5747	9/1/2015 2:00	127	15	15	0.85	12	Broken_Clound	0	0	Autumn
5748	9/1/2015 3:00	62	15	15	0.85	10	Broken_Clound	0	0	Autumn
5749	9/1/2015 4:00	79	15	15	0.88	8	Rain	0	0	Autumn
5750	9/1/2015 5:00	116	15	15	0.85	11	Broken_Clound	0	0	Autumn
5751	9/1/2015 6:00	560	15	15	0.82	10	Broken_Clound	0	0	Autumn
5752	9/1/2015 7:00	1878	15	15	0.82	14	Broken_Clound	0	0	Autumn
5753	9/1/2015 8:00	3658	15	15	0.82	11	Scattered_Clounds	0	0	Autumn
5754	9/1/2015 9:00	1716	15.5	15.5	0.795	13	Scattered_Clounds	0	0	Autumn
5755	9/1/2015 10:00	606	15.5	15.5	0.77	11	Broken_Clound	0	0	Autumn
5756	9/1/2015 11:00	430	15.5	15.5	0.77	12	Rain	0	0	Autumn
5757	9/1/2015 12:00	919	16	16	0.83	7	Rain	0	0	Autumn
5758	9/1/2015 13:00	1075	16.5	16.5	0.725	9	Scattered_Clounds	0	0	Autumn
5759	9/1/2015 14:00	1066	16.5	16.5	0.75	9	Scattered_Clounds	0	0	Autumn
5760	9/1/2015 15:00	1286	17.5	17.5	0.665	10	Scattered_Clounds	0	0	Autumn
5761	9/1/2015 16:00	1703	17.5	17.5	0.64	7	Scattered_Clounds	0	0	Autumn
5762	9/1/2015 17:00	3236	18.5	18.5	0.54	7.5	Scattered_Clounds	0	0	Autumn
5763	9/1/2015 18:00	2175	15.5	15.5	0.77	14	Rain	0	0	Autumn
5764	9/1/2015 19:00	1877	15	15	0.795	7	Clear	0	0	Autumn
5765	9/1/2015 20:00	1021	15	15	0.82	6	Clear	0	0	Autumn
5766	9/1/2015 21:00	723	14	14	0.88	6	Clear	0	0	Autumn
5767	9/1/2015 22:00	510	14	14	0.88	6	Clear	0	0	Autumn
5768	9/1/2015 23:00	342	14	14	0.88	6.5	Clear	0	0	Autumn
5769	9/2/2015 0:00	195	14	14	0.88	6.5	Clear	0	0	Autumn
5770	9/2/2015 1:00	103	13	13	0.85	7	Clear	0	0	Autumn
5771	9/2/2015 2:00	108	13	13	0.88	5.5	Clear	0	0	Autumn
5772	9/2/2015 3:00	46	12.5	12.5	0.91	7.5	Clear	0	0	Autumn
5773	9/2/2015 4:00	39	12	12	0.88	8	Clear	0	0	Autumn
5774	9/2/2015 5:00	120	11.5	11.5	0.85	9	Clear	0	0	Autumn
5775	9/2/2015 6:00	674	11.5	11.5	0.91	9	Scattered_Clounds	0	0	Autumn
5776	9/2/2015 7:00	2086	12	12	0.88	10	Scattered_Clounds	0	0	Autumn
5777	9/2/2015 8:00	4271	13	13	0.85	11	Scattered_Clounds	0	0	Autumn
5778	9/2/2015 9:00	2166	14.5	14.5	0.77	10	Scattered_Clounds	0	0	Autumn
5779	9/2/2015 10:00	1054	15.5	15.5	0.7	11	Scattered_Clounds	0	0	Autumn
5780	9/2/2015 11:00	1018	15.5	15.5	0.7	15	Scattered_Clounds	0	0	Autumn
5781	9/2/2015 12:00	1288	17	17	0.595	13	Scattered_Clounds	0	0	Autumn
5782	9/2/2015 13:00	1436	17.5	17.5	0.575	12	Scattered_Clounds	0	0	Autumn
5783	9/2/2015 14:00	1252	17.5	17.5	0.54	10	Scattered_Clounds	0	0	Autumn
5784	9/2/2015 15:00	1362	17.5	17.5	0.54	19	Scattered_Clounds	0	0	Autumn
5785	9/2/2015 16:00	1851	17	17	0.56	15	Scattered_Clounds	0	0	Autumn
5786	9/2/2015 17:00	3247	17	17	0.56	8	Scattered_Clounds	0	0	Autumn
5787	9/2/2015 18:00	3597	17	17	0.54	6.5	Scattered_Clounds	0	0	Autumn
5788	9/2/2015 19:00	1743	16.5	16.5	0.595	11	Rain	0	0	Autumn
5789	9/2/2015 20:00	1147	15	15	0.7	8	Rain	0	0	Autumn
5790	9/2/2015 21:00	540	14.5	14.5	0.75	9.5	Rain	0	0	Autumn
5791	9/2/2015 22:00	472	14	14	0.77	13	Rain	0	0	Autumn
5792	9/2/2015 23:00	365	14	14	0.795	11	Rain	0	0	Autumn
5793	9/3/2015 0:00	195	14	14	0.77	8	Clear	0	0	Autumn
5794	9/3/2015 1:00	121	14	14	0.77	10	Scattered_Clounds	0	0	Autumn
5795	9/3/2015 2:00	83	13	13	0.82	13	Clear	0	0	Autumn
5796	9/3/2015 3:00	39	12.5	12.5	0.795	10	Clear	0	0	Autumn
5797	9/3/2015 4:00	42	12	12	0.82	12	Clear	0	0	Autumn
5798	9/3/2015 5:00	133	11.5	11.5	0.82	13	Clear	0	0	Autumn
5799	9/3/2015 6:00	720	11	11	0.85	9	Clear	0	0	Autumn
5800	9/3/2015 7:00	2289	12	12	0.82	15	Clear	0	0	Autumn
5801	9/3/2015 8:00	4324	13	13	0.77	15	Scattered_Clounds	0	0	Autumn
5802	9/3/2015 9:00	2214	14	14	0.67	20	Scattered_Clounds	0	0	Autumn
5803	9/3/2015 10:00	1080	14	14	0.67	16	Scattered_Clounds	0	0	Autumn
5804	9/3/2015 11:00	953	14.5	14.5	0.65	18	Scattered_Clounds	0	0	Autumn
5805	9/3/2015 12:00	1310	15	15	0.655	16	Scattered_Clounds	0	0	Autumn
5806	9/3/2015 13:00	1421	16	16	0.59	14	Scattered_Clounds	0	0	Autumn
5807	9/3/2015 14:00	1382	15.5	15.5	0.57	9	Scattered_Clounds	0	0	Autumn
5808	9/3/2015 15:00	1395	16	16	0.55	7	Scattered_Clounds	0	0	Autumn
5809	9/3/2015 16:00	1910	17	17	0.49	17	Scattered_Clounds	0	0	Autumn
5810	9/3/2015 17:00	3430	15.5	15.5	0.57	16	Scattered_Clounds	0	0	Autumn
5811	9/3/2015 18:00	3075	15	15	0.59	10	Scattered_Clounds	0	0	Autumn
5812	9/3/2015 19:00	1855	14	14	0.655	18	Rain	0	0	Autumn
5813	9/3/2015 20:00	1086	13.5	13.5	0.695	9	Rain	0	0	Autumn
5814	9/3/2015 21:00	773	14	14	0.63	11	Clear	0	0	Autumn
5815	9/3/2015 22:00	614	14	14	0.63	13	Clear	0	0	Autumn
5816	9/3/2015 23:00	506	13.5	13.5	0.65	12	Scattered_Clounds	0	0	Autumn
5817	9/4/2015 0:00	111	13	13	0.695	10	Clear	0	0	Autumn
5818	9/4/2015 1:00	150	12	12	0.77	8	Clear	0	0	Autumn
5819	9/4/2015 2:00	109	13	13	0.72	12	Broken_Clound	0	0	Autumn
5820	9/4/2015 3:00	74	12.5	12.5	0.745	12	Scattered_Clounds	0	0	Autumn
5821	9/4/2015 4:00	53	13	13	0.72	14	Scattered_Clounds	0	0	Autumn
5822	9/4/2015 5:00	131	12.5	12.5	0.745	13	Scattered_Clounds	0	0	Autumn
5823	9/4/2015 6:00	655	13	13	0.745	11	Scattered_Clounds	0	0	Autumn
5824	9/4/2015 7:00	1995	13	13	0.77	13	Scattered_Clounds	0	0	Autumn
5825	9/4/2015 8:00	3964	13	13	0.77	14	Broken_Clound	0	0	Autumn
5826	9/4/2015 9:00	2063	14	14	0.695	15	Scattered_Clounds	0	0	Autumn
5827	9/4/2015 10:00	1068	15.5	15.5	0.63	14	Scattered_Clounds	0	0	Autumn
5828	9/4/2015 11:00	1090	15	15	0.63	17	Broken_Clound	0	0	Autumn
5829	9/4/2015 12:00	1410	16	16	0.59	19	Scattered_Clounds	0	0	Autumn
5830	9/4/2015 13:00	1393	16	16	0.59	16	Broken_Clound	0	0	Autumn
5831	9/4/2015 14:00	1255	15.5	15.5	0.61	17	Broken_Clound	0	0	Autumn
5832	9/4/2015 15:00	1373	16	16	0.55	16	Broken_Clound	0	0	Autumn
5833	9/4/2015 16:00	1970	16	16	0.55	16	Broken_Clound	0	0	Autumn
5834	9/4/2015 17:00	3338	16	16	0.55	17	Scattered_Clounds	0	0	Autumn
5835	9/4/2015 18:00	2810	15.5	15.5	0.555	12	Scattered_Clounds	0	0	Autumn
5836	9/4/2015 19:00	1683	15	15	0.59	15	Scattered_Clounds	0	0	Autumn
5837	9/4/2015 20:00	1021	15	15	0.59	11	Broken_Clound	0	0	Autumn
5838	9/4/2015 21:00	732	14.5	14.5	0.61	7	Cloudy	0	0	Autumn
5839	9/4/2015 22:00	677	14	14	0.63	8	Cloudy	0	0	Autumn
5840	9/4/2015 23:00	584	14	14	0.63	8	Cloudy	0	0	Autumn
5841	9/5/2015 0:00	546	14	14	0.63	10	Cloudy	0	1	Autumn
5842	9/5/2015 1:00	419	14	14	0.63	15	Cloudy	0	1	Autumn
5843	9/5/2015 2:00	291	13.5	13.5	0.675	12	Cloudy	0	1	Autumn
5844	9/5/2015 3:00	171	12	12	0.745	9	Clear	0	1	Autumn
5845	9/5/2015 4:00	130	11.5	11.5	0.795	10	Clear	0	1	Autumn
5846	9/5/2015 5:00	94	11	11	0.82	12	Scattered_Clounds	0	1	Autumn
5847	9/5/2015 6:00	117	12	12	0.82	9	Broken_Clound	0	1	Autumn
5848	9/5/2015 7:00	286	11.5	11.5	0.94	7	Rain	0	1	Autumn
5849	9/5/2015 8:00	440	12.5	12.5	0.91	10	Broken_Clound	0	1	Autumn
5850	9/5/2015 9:00	595	13.5	13.5	0.91	12	Rain	0	1	Autumn
5851	9/5/2015 10:00	937	13	13	0.88	17	Broken_Clound	0	1	Autumn
5852	9/5/2015 11:00	1327	14	14	0.795	15	Broken_Clound	0	1	Autumn
5853	9/5/2015 12:00	1601	14	14	0.77	12	Rain	0	1	Autumn
5854	9/5/2015 13:00	1748	14.5	14.5	0.725	12	Broken_Clound	0	1	Autumn
5855	9/5/2015 14:00	1863	15	15	0.63	15	Cloudy	0	1	Autumn
5856	9/5/2015 15:00	1964	16	16	0.555	14	Cloudy	0	1	Autumn
5857	9/5/2015 16:00	1994	16	16	0.52	14	Cloudy	0	1	Autumn
5858	9/5/2015 17:00	1828	16	16	0.52	16.5	Scattered_Clounds	0	1	Autumn
5859	9/5/2015 18:00	1786	15	15	0.53	13	Clear	0	1	Autumn
5860	9/5/2015 19:00	1491	14.5	14.5	0.59	9	Scattered_Clounds	0	1	Autumn
5861	9/5/2015 20:00	898	13.5	13.5	0.65	10	Scattered_Clounds	0	1	Autumn
5862	9/5/2015 21:00	626	12.5	12.5	0.65	8	Broken_Clound	0	1	Autumn
5863	9/5/2015 22:00	594	12	12	0.695	5.5	Clear	0	1	Autumn
5864	9/5/2015 23:00	571	11	11	0.77	4	Clear	0	1	Autumn
5865	9/6/2015 0:00	529	11	11	0.72	5	Clear	0	1	Autumn
5866	9/6/2015 1:00	375	10	10	0.82	6	Clear	0	1	Autumn
5867	9/6/2015 2:00	307	10	10	0.82	5	Clear	0	1	Autumn
5868	9/6/2015 3:00	204	10	10	0.79	6	Clear	0	1	Autumn
5869	9/6/2015 4:00	158	9	8	0.845	8	Clear	0	1	Autumn
5870	9/6/2015 5:00	91	9	8	0.87	6.5	Clear	0	1	Autumn
5871	9/6/2015 6:00	132	8.5	7	0.87	11	Clear	0	1	Autumn
5872	9/6/2015 7:00	212	9	7	0.845	11	Clear	0	1	Autumn
5873	9/6/2015 8:00	343	11	10	0.77	9	Clear	0	1	Autumn
5874	9/6/2015 9:00	768	13	13	0.65	9	Clear	0	1	Autumn
5875	9/6/2015 10:00	1383	14	14	0.63	8	Clear	0	1	Autumn
5876	9/6/2015 11:00	1948	14.5	14.5	0.61	12	Clear	0	1	Autumn
5877	9/6/2015 12:00	2280	16	16	0.55	7	Scattered_Clounds	0	1	Autumn
5878	9/6/2015 13:00	2713	17.5	17.5	0.505	11	Scattered_Clounds	0	1	Autumn
5879	9/6/2015 14:00	2894	18	18	0.475	14	Scattered_Clounds	0	1	Autumn
5880	9/6/2015 15:00	2903	18.5	18.5	0.445	14	Clear	0	1	Autumn
5881	9/6/2015 16:00	2872	19	19	0.43	16	Clear	0	1	Autumn
5882	9/6/2015 17:00	2634	19	19	0.43	14	Clear	0	1	Autumn
5883	9/6/2015 18:00	2436	19	19	0.46	13	Clear	0	1	Autumn
5884	9/6/2015 19:00	1719	18	18	0.52	10	Clear	0	1	Autumn
5885	9/6/2015 20:00	991	17	17	0.575	7	Clear	0	1	Autumn
5886	9/6/2015 21:00	688	17	17	0.59	8	Clear	0	1	Autumn
5887	9/6/2015 22:00	481	16	16	0.63	13	Clear	0	1	Autumn
5888	9/6/2015 23:00	368	15	15	0.68	12	Clear	0	1	Autumn
5889	9/7/2015 0:00	203	14	14	0.72	10	Clear	0	0	Autumn
5890	9/7/2015 1:00	105	13	13	0.745	9	Clear	0	0	Autumn
5891	9/7/2015 2:00	80	13	13	0.77	8	Clear	0	0	Autumn
5892	9/7/2015 3:00	34	12	12	0.82	8	Clear	0	0	Autumn
5893	9/7/2015 4:00	46	11	11	0.82	7	Clear	0	0	Autumn
5894	9/7/2015 5:00	126	11	11	0.88	7	Clear	0	0	Autumn
5895	9/7/2015 6:00	668	11	11	0.82	8	Clear	0	0	Autumn
5896	9/7/2015 7:00	2135	11.5	11.5	0.85	8	Clear	0	0	Autumn
5897	9/7/2015 8:00	4302	12.5	12.5	0.77	8	Clear	0	0	Autumn
5898	9/7/2015 9:00	2076	14	14	0.725	6.5	Clear	0	0	Autumn
5899	9/7/2015 10:00	1075	15.5	15.5	0.68	7.5	Clear	0	0	Autumn
5900	9/7/2015 11:00	1021	17	17	0.64	10	Broken_Clound	0	0	Autumn
5901	9/7/2015 12:00	1230	17	17	0.64	15	Broken_Clound	0	0	Autumn
5902	9/7/2015 13:00	1322	17	17	0.615	17	Broken_Clound	0	0	Autumn
5903	9/7/2015 14:00	1327	16	16	0.68	13	Broken_Clound	0	0	Autumn
5904	9/7/2015 15:00	1370	16	16	0.68	15	Broken_Clound	0	0	Autumn
5905	9/7/2015 16:00	1935	16.5	16.5	0.66	12	Broken_Clound	0	0	Autumn
5906	9/7/2015 17:00	3833	17	17	0.64	15	Broken_Clound	0	0	Autumn
5907	9/7/2015 18:00	3709	17	17	0.64	10	Broken_Clound	0	0	Autumn
5908	9/7/2015 19:00	2245	16	16	0.63	11	Scattered_Clounds	0	0	Autumn
5909	9/7/2015 20:00	1225	15	15	0.68	9	Clear	0	0	Autumn
5910	9/7/2015 21:00	786	14.5	14.5	0.7	9	Clear	0	0	Autumn
5911	9/7/2015 22:00	507	13.5	13.5	0.745	6.5	Clear	0	0	Autumn
5912	9/7/2015 23:00	332	13	13	0.77	6	Clear	0	0	Autumn
5913	9/8/2015 0:00	201	13	13	0.77	5	Broken_Clound	0	0	Autumn
5914	9/8/2015 1:00	148	13	13	0.82	6	Cloudy	0	0	Autumn
5915	9/8/2015 2:00	92	13	13	0.795	7	Cloudy	0	0	Autumn
5916	9/8/2015 3:00	53	12.5	12.5	0.795	6.5	Broken_Clound	0	0	Autumn
5917	9/8/2015 4:00	50	12	12	0.82	4	Clear	0	0	Autumn
5918	9/8/2015 5:00	127	11	11	0.88	2	Clear	0	0	Autumn
5919	9/8/2015 6:00	781	11	11	0.88	3.5	Scattered_Clounds	0	0	Autumn
5920	9/8/2015 7:00	2505	11.5	11.5	0.85	6	Broken_Clound	0	0	Autumn
5921	9/8/2015 8:00	4557	12.5	12.5	0.825	10	Broken_Clound	0	0	Autumn
5922	9/8/2015 9:00	2125	13	13	0.795	11	Broken_Clound	0	0	Autumn
5923	9/8/2015 10:00	1033	14	14	0.745	10	Broken_Clound	0	0	Autumn
5924	9/8/2015 11:00	933	14.5	14.5	0.72	6	Broken_Clound	0	0	Autumn
5925	9/8/2015 12:00	1307	15	15	0.7	7	Broken_Clound	0	0	Autumn
5926	9/8/2015 13:00	1300	15.5	15.5	0.655	9	Broken_Clound	0	0	Autumn
5927	9/8/2015 14:00	1253	16	16	0.63	11	Broken_Clound	0	0	Autumn
